Issue key,Issue id,Assignee,Status,Summary,Custom field (Type of Service),Component/s,Custom field (Offering Type),Priority,Custom field (Total amount (€) weighted),Custom field (Type Business Opportunity),Custom field (Country),Custom field (Market),Custom field (Market Manager),Custom field (DN Manager),Custom field (Operations Manager),Custom field (Renewal),Custom field (Código GEP),Custom field (Temporal Scope),Custom field (Receipt of application),Custom field (Delivery Commitment),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Total Amount (euros)),Custom field (Budg.Loc.Currency),Custom field (Margin),Custom field (Offer Code (NG)),Custom field (Offer Description (NG)),Custom field (Transversal offer),Updated,Created,Custom field (Proposal Due Date),Custom field (Observations),Resolved
OFBRA-2062,13372396,epereirab,Cancelled,BRF -  Especialidades de TI,OS GA,BRF,Ratecard,Minor,"359,066",Proposal,Brazil,Industry,mneres,epereirab,fsuzuki,Yes,22DS03,2.0,15/03/23 15:48,06/06/23 18:59,efernandasi,,,,,,,,,,,,,,,359066.0,1974863.0,28.0,,,No,31/12/23 21:03,20/03/23 20:29,31/08/23 13:00,"07/08 - Aguardando feedback do Cliente
31/07 - Aguardando feedback do Cliente
24/07 - Aguardando feedback do Cliente
14/07 - Aguardando feedback do Cliente
07/07 - Aguardando feedback do Cliente
30/06 - Aguardando feedback do Cliente
23/06 - Aguardando feedback do Cliente
16/06: Aguardando feedback cliente.
09/06: Proposta Comercial atualizada enviada no dia 6/6
02/06: Será apresentado uma nova versão da proposta, a ser entregue no proximo dia 6/6 com adição de novos perfis e revisão das taxas.
26/05: Aguardando retorno do Mercado e Cliente
19/05: Aguardando retorno do Mercado e Cliente
11/05: Mesmo Status anterior.
05/05: Aguardando retorno do Mercado e do Cliente.
26/04: Aguardando retorno do Mercado e do Cliente.
14/04/2023: Aguardando feedback do cliente.
30/03/2023: Proposta Técnica, Anexos e MdC entregues ao Mercado.
28/03/2023: Proposta Técnica e MdC em elaboração, prévia a ser entregue no dia 29 e finalizada no dia 30/03.
20/03/2023: Proposta sendo elaborada.",14/08/23 14:31
OFBRA-2056,13367357,hfumio,Abandoned,"Suzano | Fábrica ABAP",SGE,CIA SUZANO DE PAPEL E CELULOSE,Fabrica ABAP,Minor,"448,833",Presale,Brazil,Industry,prnascimento,hfumio,,No,22DS03,2.0,15/03/23 14:46,31/03/23 13:46,,,,,,,,,,,,,,,,448833.0,2500000.0,23.0,,,No,23/07/23 00:24,17/03/23 14:48,,"24/05: Oferta abandonado por falta de retorno do cliente
17/05: Mesmo status anterior
09/05: Segundo o Pablo esta oportunidade está parada, devido a outras prioridades no cliente e que e que possivelmente será retomado em junho/2023.
04/05 - Mesmo status anterior.
26/04/2023 - Mesmo status anterior.
20/04/2023 - Ainda não há definição por partge do cliente para evoluirmos nesta oportunidade.
14/04/2023 - O Pablo ainda está em discussão com o cliente sobre esta demanda.
17/03 - Oferta trabalhada a partir de pre-venda.",24/05/23 15:21
OFBRA-2048,13352683,marcfrancisco,Abandoned,Equatorial - Suporte a Infra do Ambiente Grid,OS GT,Equatorial,,Minor,,Presale,Brazil,Energy,mpiazza,marcfrancisco,wopinto,No,22DS02,2.0,15/03/23 10:21,28/03/23 10:21,srgomes,wopinto,,,,,,,,,,,,,,,,,,,Yes,09/07/23 11:33,15/03/23 10:25,,"07/07 - Pre venda abandonada por falta de retorno do cliente nas perguntas (Contrato aual com a Accenture)
23/06 - Aguardando retorno das duvidas e se a Equatorial irá prosseguir com a solicitação
19/06 - Aguardando retorno das duvidas e se a Equatorial irá prosseguir com a solicitação
09/06 - Aguardando retorno das duvidas e se a Equatorial irá prosseguir com a solicitação
05/06 - Aguardando retorno das duvidas e se a Equatorial irá prosseguir com a solicitação
26/05 - Aguardando retorno das duvidas
11/05 - Aguardando retorno das duvidas
14/04 - Aguardando retorno das duvidas
10/04 - Aguardando retorno das duvidas
03/04 - Aguardando retorno das duvidas
17/03 - Entendimento do escopo da Eqtl.
EQTL: solicita uma proposta para alocação de especialistas da Minsait trabalhando em regime 24x7 e presencialmente em Porto Alegre - RS na sede da CEEE EQTL, tendo em vista os seguintes serviços:

•	Monitoramento ininterrupto de todos os serviços do Sistema, atuando proativamente junto ao COI da CEEE visando eliminar riscos de lentidão ou indisponibilidade do Sistema;
•	Monitoramento ininterrupto dos serviços da Aplicação, atuando proativamente junto ao COI da CEEE visando eliminar riscos de lentidão ou indisponibilidade do Sistema;
•	Monitoramento ininterrupto dos serviços de Middleware, atuando proativamente junto ao COI da CEEE visando eliminar riscos de lentidão ou indisponibilidade do Sistema;
•	Monitoramento ininterrupto dos serviços de Banco de Dados, atuando proativamente junto ao COI da CEEE visando eliminar riscos de lentidão ou indisponibilidade do Sistema;
•	Monitoramento ininterrupto dos serviços de integração do Sistema, atuando proativamente junto ao COI da CEEE visando eliminar riscos de lentidão ou indisponibilidade do Sistema;
•	O escopo de trabalho destes profissionais incluirá também o corpo-a-corpo junto ao COI para identificação e mapeamento de causas-raízes para erros, lentidões ou indisponibilidades e mobilização proativa de todos os especialistas N3 necessários para resolução de problemas identificados.
•	Importante destacar que o objetivo aqui é que todos os profissionais que estejam alocados em Porto Alegre-RS tenham conhecimento suficiente do Sistema para resolução imediata de incidentes e problemas.
",09/07/23 11:33
OFBRA-2049,13355304,fabarreira,Won-End,Bradesco Cred. Imobiliário Projeto de Desmobilização ,BPO BO,Banco Bradesco,,Minor,"165,784",Proposal,Brazil,FS,mhenriquep,fabarreira,,No,22DS01,1.0,14/03/23 15:44,24/03/23 15:44,,,,,,,,,,,,,,,,165784.0,868711.0,21.0,,,No,31/12/23 21:03,15/03/23 16:04,29/04/23 10:08,"09/06 - Projeto ganho
02/06- Aguardando formalizar no jira.
26/05 - Aguardando a finalização no JIRA
22/05- Aguardando a formalização do OK.
10/05 - Projeto aceito, aguardando o ok formal do cliente.
05/05 - Aguardando retorno do cliente
28/04 - Aguardando a formalização do cliente.
20/04 - Em negociação segundo o mercado uma grande probabilidade de fechar.
13/04 - Ainda em negociação
06/04 - Aguardando retorno do cliente com a aprovação
31/03 - Enviado ao cliente e aguardando definição.
23/03 - Entregue no dia 23/03 com as alterações solicitadas (prazo 12m %ABS e Turn % Treina %multa)
22/03 - Retorno da oferta para atualização do prazo de contrato para 12 meses + TO e ABS + % de treinamento.
17/03 - Enviado ao cliente.
16/03 - Proposta de preço entregue.
15/03 - Montando os MDCs para entrega da data de amanha 

",22/06/23 13:23
OFBRA-2050,13367033,cazevedo,Abandoned,CEF - CE CEACR/BH 0489/2023,BPO Presales,CEF - Caixa Economica Federal,,Minor,,Presale,Brazil,FS,amalheiros,cazevedo,,No,22DS01,5.0,14/03/23 12:46,28/04/23 11:46,,,,,,,,,,,,,,,,,,,,,No,31/12/23 21:03,17/03/23 12:48,,"31.03 - Mercado não deu continuidade.
27.03 - Aguarda posição do Mercado.
17.03 - Realizada pré análise da licitação, solicitação de validação interna pelo diretor de mercado e avaliação do jurídico sobre as multas.",31/03/23 14:40
OFBRA-2063,13372398,hfumio,Won-End,"Heineken | Fabrica de Projetos Sistemas Digitais",SGE,Heineken,   ,Critical,"897,666",Proposal,Brazil,Industry,fpezolito,hfumio,,No,22DS03,3.0,14/03/23 12:46,27/03/23 11:46,,,,,,,,,,,,,,,,897666.0,4746319.0,23.0,,,No,26/03/24 01:00,20/03/23 20:41,30/11/23 12:46,"09/11: Segundo o Mercado, a nossa oferta está aprovada verbalmente. Em processo de elaboração de minuta contratual.
06/11: Aguardando retorno do cliente
27/10: Aguardando retorno do cliente
18/10: Cliente solicitou atualização dos valores e da proposta técnica. Enviado ao mercado.
08/10: Mewsmo status anterior
25/09: Mesmo status anterior
25/09: Mesmo status anterior
18/09: Mesno status anterior
11/09: Mesmo status anterior
01/09: Aguardando retorno do cliente
25/08: Mesmo status anterior
17/08: Aguardando cliente
11/08: Mesmo status anterior
04/08: Mesmo status anterior
31/07: Mesmo status anterior
21/07: Mesmo status anterior
14/07: Mesmo status anterior
07/07: Mesmo status angerior
30/0-6: Mesmo status anterior
23/06; Mesmo status anterior
16/06: Agradando retorno do cliente
12/06: Cliente retornou pedindo algumas atualizações na oferta técnica.
24/05: Oferta Abandonada por falta de retorno do cliente
17/05: Ainda agiuardandom retorno do cliente
09/05: Mesmo status anterior.
04/05: Aguardando retorno do cliente
26/04: Mesmo ststus anterior.
20/04: Mesmo status anterior.
14/04: Aguardando retorno do cliente.
31/03: Proposta enviada ao cliente.
21/03 - Realizada reunião com o cliente, e vamos receber a RFP nas próximas semanas.",17/11/23 11:10
OFBRA-2051,13367036,holiveiram,Won-End,"Heineken | Fabrica de Testes",OS TESTING,Heineken,Operação de Testing,Minor,"646,319",Presale,Brazil,Industry,fpezolito,holiveiram,,No,22DS03,1.0,14/03/23 12:46,27/03/23 11:46,,,,,,,,,,,,,,,,646319.0,3554754.0,28.0,,,No,16/09/24 15:01,17/03/23 12:49,27/06/23 11:46,"16/09: MOC em contrato desde 04/07, JIRA atualizado
11/05: Aguardando retorno do cliente para validação da proposta.
14/04 - Proposta em elaboração e validação junto a operações.
17/03 - Proposta trabalhada via pre-venda no cliente que gostou da oferta e pediu proposta formal para fábrica de teste, dentro de dois produtos principais: SQUAD para execução de teste e SQUAD para automação de teste.",16/09/24 15:01
OFBRA-2053,13367115,holiveiram,Cancelled,"Bauducco | Fabrica de Testes SAP",OS TESTING,Bauducco,Operação de Testing para SAP,Minor,"181,818",Presale,Brazil,Industry,fpezolito,holiveiram,,No,22DS03,1.0,14/03/23 12:46,27/03/23 11:46,,,,,,,,,,,,,,,,181818.0,1000000.0,30.0,,,No,31/08/23 09:29,17/03/23 13:23,27/06/23 11:46,"11/05: Proposta em construção.
24/04: Aguardando definições do cliente.
14/04 - Proposta trabalhada em elaboração e validação com operações.",31/08/23 09:29
OFBRA-2052,13367041,holiveiram,Cancelled,"Suzano | Fabrica de Testes",OS TESTING,CIA SUZANO DE PAPEL E CELULOSE,Operação de Testing,Minor,"181,818",Presale,Brazil,Industry,prnascimento,holiveiram,,No,22DS03,1.0,14/03/23 12:46,27/03/23 11:46,,,,,,,,,,,,,,,,181818.0,1000000.0,30.0,,,No,31/08/23 22:04,17/03/23 12:50,27/06/23 11:46,"11/05 - CLiente priorizou a demanda para segundo semestre.
06/04: Aguardando retorno do cliente com as respostas das perguntas que fizemos. 
17/03 - Proposta trabalhada via pre-venda no cliente.",31/08/23 09:29
OFBRA-2047,13348534,epereirab,Abandoned,SUZANO - GA - AMS Sistemas Especialistas,OS GA,CIA SUZANO DE PAPEL E CELULOSE,Assistência Técnic,Critical,"635,511",Proposal,Brazil,Industry,prnascimento,epereirab,fsuzuki,No,22DS03,2.0,13/03/23 15:00,13/04/23 12:00,wraduan,,,,,,,,,,,,,,,635511.0,3495312.0,22.0,,,No,16/07/24 16:47,14/03/23 15:40,31/05/23 11:01,"09/06: Retirada do pipeline em função da despriorização do projeto pelo cliente
01/06: Conforme informação do KAM, projeto está despriorizado pelo cliente.
26/05: Aguardando retorno do Mercado e do Cliente.
19/05: Aguardando retorno do Mercado e do Cliente.
08/05: Aguardando retorno do Mercado e do Cliente.
26/04: Aguardando retorno do Mercado e do Cliente.
13/04/2023 - Nova Proposta e MdC entregues ao Mercado, e enviada ao cliente no dia 14/04
06/04/2023 - Cliente enviou dump real dos tickets, mercados vai rever estratégia e iremos enviar nova proposta. Possível aumento no dimensionamento e valores.
31/03/2023 - Aguardando retorno do cliente.
27/03/2023 - Proposta Não Vinculante entregue pelo Mercado.
24/03/2023 - Proposta Técnica e MdC entregue ao Mercado.
23/03/2023 - Proposta Técnica e MdC finalizados a ser avaliado pelo Mercado.
14/03/2023 - Inicio do Desenvolvimento Oferta Técnica.",09/06/23 13:23
OFBRA-2055,13367348,hfumio,Lost,"CPFL | AMS SAP",SGE,CPFL,   ,Critical,"48,443,200",Proposal,Brazil,Energy,vgrecci,hfumio,,No,22DS02,6.0,13/03/23 14:37,20/03/23 14:37,,,,,,,,,,,,,,,,4.84432E7,2.65468737E8,25.0,,,Yes,26/03/24 01:00,17/03/23 14:42,30/11/23 15:32,"20/12: Aguardando formalização por parte do cliente, Sendo que informalmente perdemos para a NTT.
15/12: Aguardando formalização do resultado.
11/12: De acordo com o Mercado, ainda que de maneira informal, perdemos essa oferta para a NTT Data. Estamos aguardando a formalização deste resultado.
04/12: Aguardando retorno do cliente
27/11: Aguardando retorno do cliente. O Mercado fará um followup esta semana junto ao cliente.
17/11 - Mesmo status
10/11: De acordo com o Mercado, na semana anterior foi apresentada ao cliente uma nova versão da nossa proposta. A decisão deverá ocorrer somente em dezembro.
27/10: Aguardando retorno co cliente
23/10: Aguardando retorno do cliente
16/10: Mesmo status anterior
08/10: Mesmo status anterior
29/09: Aguardando retorno do cliente
25/09: Aguardando retorno do cliente
18/09: Agurdando retorno do cliente
11/09: Proposta recvisada e enviada ao cliente
01/09: Cliente solicitou revisçao da proposta com novas informações
21/08: Defesa Técnica será feita em 24/08.
17/08/2023 - Cliente deverá nos chamar para falarmos da Shortlist 
11/08/2023 - Agaurdando retorno do cliente
04/08/2023 - Recebemos solicitação da CPFL para o preenchimento do Anexo 12 com as informações das quantidades de recursos totaie e de seniores e especialistas - o Vanderlei irá responder à solicitação.
31/07/2023 - Proposta enviado ao cliente dia 21/07. Aguardadndo retorno da CPFL
21/07/2023 - Proposta e MdC finalizado para entregue ao cliente
14/07/2023 - MdC finalizado e será apresentado no comitè dia 17/07.
07/07/2023 - Alinhamentos com o time para estratégia de atemndimento
30/06/2023 - A CPFL nos encaminhou respostas os questionamenbtos, porém, não respondeu a todas as perguntas enviadas. Estabelecemos reuniões diárias para acompanhamento do andamento das atividades da equipe.
23/06/2023 - A CPFL ainda não respondeu Aos questionamrntos da primeira rtodada. Segunda rodade de dúvidas técnicas a ser enviado hoje.
16/06/2023 - Enviado a primeira rodada de dúvidas técnicas, dentro do prazo estabelecido na RFP.
09/06/2023 - Recebemos a RFP no dia 05/06 e a ofeerta está sendo trabalhada.
30/05/2023 - FRecebemos antecipadamente os requsisitos técnicos para a Sustentação. A RFP definiticva devemos receber brevemente.
24/05/2023 - Sem retorno do cliente
17/05/2023 - Mesmo ststus anterior
09/05/2023 - Sem retorno do cliente sobre a evolução da RFP.
27/04/2023 - Alinhado com o time uma lista de requisitos que deverão constar na RFP e encaminhado para o KAM Vanderlei de Grecci.
26/04/2023 - Agendado alinhamento com o time de BID Office e Operações para elaborarmos itens que devem constar na RFP da CPFL. O alinhamwnto está agendado para 27/04. 
20/04/2023 - Estamos aguardando o retorno do cliente sobre as dúvidas técnicas enviadas.
13/04/2023 - A MOC ainda não foi criada. Solicitado para o Vanderlei que irá criar.
12/04/2023 - Foi encaminhado para o Vanderlei a lista de dúvidas técnicas que já enviou ao cliente.
31/03: Enviado perguntas sobre o processo ao cliente.
17/03: BallPark para o AMS SAP na CPFL",20/12/23 14:59
OFBRA-2043,13340961,hfumio,Cancelled,"YPE | AMS SAP",SGE,QUIMICA AMPARO,AMS,Minor,"1,436,265",Presale,Brazil,Industry,fpezolito,hfumio,,No,22DS03,3.0,13/03/23 13:25,29/05/23 12:25,,,,,,,,,,,,,,,,1436265.0,5992000.0,30.0,,,No,23/07/23 00:23,13/03/23 13:29,12/06/23 12:25,"24/04: Cancelada, sem previsão de envio da RFP pelo cliente.
19/04: mesmo status anterior - Aguardando RFP formal que deve ser divulgado em maio.
14/04: Mesmo status anterior.
13/03: Aguardando entrega formal da RFP, time fazendo o entendimento com os documentos recebidos.",24/04/23 13:10
OFBRA-2036,13338802,wraduan,Lost,PRODAM - FSW,OS GA,PRODAM,,Minor,"3,016,157",Proposal,Brazil,PA,frhode,wraduan,fmesquita,No,22DS05_9,1.0,10/03/23 17:30,23/03/23 18:00,,,,,,,,,,,,,,,,3016157.0,1.68E7,20.0,,,No,31/12/23 21:03,13/03/23 09:43,23/05/23 11:33,"21/06/2023 - Oficializado que perdemos. 
19/06/2023 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F
09/06/2023 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F
26/05/23 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F
08/05/23 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F , o pregão retorna com a decisão no dia 24/04.
24/04/23 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F , o pregão retorna com a decisão no dia 24/04.
18/04/23 - Ficamos em 4° colocado, O Certame está em fase de análise dos recursos apresentados contra a empresa Vencedora G4F , o pregão retorna com a decisão no dia 24/04.
31/03/23 - Pregão retomado hoje.
23/03/23 - Vencedor CTIS R$ 14milhões, ficamos em 4° colocação.
13/03/23 - Oferta em análise",21/06/23 18:16
OFBRA-2038,13340444,cazevedo,Won-End,Enel - Crescimento operações estratégicas - KAM B2C,BPO BO,ENEL,,Minor,"110,075",Proposal,Brazil,Energy,mpiazza,cazevedo,,No,22DS02,2.0,10/03/23 12:38,31/03/23 11:38,,,,,,,,,,,,,,,,110075.0,616421.0,18.0,,,No,31/12/23 21:03,13/03/23 12:40,20/05/23 09:54,"22/05 - Ampliado o contrato de Mercado e entrará como PA de Ouvidoria.
21.05 - Preciso confirmar o dimensionamento para fechar o Jira como ganho.
10.05 - Aguarda confirmação da quantidade de PAs para lançamento de valores e fechamento do jira.
03.05 – Mercado informou que cliente aprovou o crescimento em modelo de PA, utilizando perfil com menor senioridade e dentro de Ouvidoria.
22.04 - Aguarda retorno do cliente
14.04 - mesmo status.
10.04 - mesmo status.
31.03 - Mercado alinha com o cliente, devido os altos salários.
17.03 - Aguarda o RH passar informação referente a salário e taxa.
13.03 - Realizada reunião de entendimento com Operação e Mercado, iremos verificar os salários necessários e equiparar com o preço negociado de Ouvidoria.",22/05/23 15:27
OFBRA-2040,13340523,fabarreira,Rejected,Enel - Escritório de Cobrança,BPO BO,ENEL,,Minor,,Presale,Brazil,Energy,mpiazza,fabarreira,,No,22DS02,3.0,09/03/23 12:47,23/06/23 11:47,,,,,,,,,,,,,,,,,,,,,No,31/12/23 21:03,13/03/23 12:48,,"29/09 - Recebemos parte das duvidas hj leitura na próxima semana devido as entregas.
22/09 - Recebemos as informações e enviado ao cliente as duvidas 
18/09 - Aguardando retorno do cliente. 
10/09 - Aguardando retorno do cliente. 
01/09 - Aguardando retorno do cliente. 
25/08 - Aguardando retorno do cliente. 
18/08 - Aguardando retorno do cliente.
11/08 - Aguardando retorno do cliente.
04/08 - Aguardando retorno do cliente.
28/07 - Aguardando retorno do cliente.
21/07 - Aguardando retorno do cliente com os docs para iniciar as atividades
14/07 - Aguardando 
07/07 - WorkShop 17/07
30/06 - Agendado workshop para 17/07.
23.06 - mesmo status.
16.06 - mesmo status.
09.06 - mesmo status.
04.06 - mesmo status.
21.05 - O Negociador Digital é cobrança em campo, temos que entender se seria essa RFP.
10.05 - Precisamos entender se o escopo de cobrança consolidou com Negociador Digital, próxima semana teremos o Workshop.
03.05 - Mesmo status 
22.04 - aguarda lançamento da RFP.
14.04 - mesmo status.
10.04 - mesmo status.
31.03 - mesmo status
27.03 - Aguarda RFP.
17.03 - Agaurda lançamento da RFP.
13.03 - Respondido em 09.03 o questionário de qualificação.
",09/10/23 14:45
OFBRA-2031,13321538,pmarinoc,Lost,Ifood IT Gov Pleno,BPO Presales,iFood,,Minor,"863,970",Presale,Brazil,Industry,jrsilveira,pmarinoc,,No,22DS03,0.75,08/03/23 18:11,10/03/23 18:11,,,,,,,,,,,,,,,,863970.0,154280.0,21.0,,,No,31/12/23 21:03,08/03/23 18:28,14/06/23 16:45,"14/04 - Mesmo status.
06/04 - Mesmo status.
31/03 - Mesmo status.
24/03 - Mesmo status.
17/03 - Proposta e MDC entregues em 14/03/2023.
13/03 - Proposta e MDC em fase final de elaboração.
08/03 - Demanda recebida.
",18/04/23 18:20
OFBRA-2039,13340503,cazevedo,Abandoned,Enel - Call Center,BPO FO,ENEL,,Minor,,Presale,Brazil,Energy,mpiazza,cazevedo,,No,22DS02,1.0,08/03/23 12:44,30/06/23 11:44,,,,,,,,,,,,,,,,,,,,,No,31/12/23 21:03,13/03/23 12:46,,"08/09 - Encerrado, aguarda primeiro a POC e lançamento da RFP.
04/09 - mesmo status
28/08 - mesmo status.
21/08 - mesmo status.
11/08 - mesmos status.
07/08 - mesmos status.
28/07 - mesmo status.
21/07 - mesmo status.
14/07 - mesmo status.
06/07 - mesmo status.
30.06 - mesmo status.
23.06 - mesmo status.
16.06 - mesmo status.
09.06 - mesmo status
04.06 - mesmo status
21.05 - Segue na definição do escopo e aguardando a RFP.
10.05 - Antes teremos uma POC para reclamação.
03.05 - Mesmo status 
22.04 - Aguarda lançamento da RFP.
14.04 - mesmo status.
10.04 - mesmo status.
31.03 - mesmo status
27.03 - Aguarda RFP
17.03 - Aguarda lançamento da RFP.
13.03 - Respondido em 08.03 o questionário de qualificação.",08/09/23 16:00
OFBRA-2067,13394917,epereirab,Cancelled,EDP - Assessment AS-IS - Mapeamento de Processos ADMS,OS GA,EDP,EDP - Assessment AS-IS - Mapeamento de Processos ADMS,Minor,"246,386",Proposal,Brazil,Energy,bsoarest,epereirab,reduardoa,No,22DS02,0.5,08/03/23 11:00,15/03/23 11:00,aprince,,,,,,,,,,,,,,,246386.0,1372372.0,25.0,,,No,11/09/23 22:04,23/03/23 15:04,15/03/23 08:00,"26/04/2023 - Conforme Mercado cliente desistiu de aquirir o Assessment em contrato apartado.
14/04/2023 - Aguardando retorno do cliente.
06/04/2023 - Aguardando retorno do cliente.
31/03/2023 - Aguardando retorno do cliente.
20/03/2023 - MdC atualizado de acordo com Comitê e solicitação do Mercado
15/03/2023 - Proposta Técnica e nova versão do MdC entregues ao Mercado
14/03/2023 - Elaboração da Primeira Versão do MdC.
08/03/2023 - Recepção da RFP e inicio da elaboração da proposta em conjunto com o time de Phygital.",25/04/23 17:17
OFBRA-2032,13328400,marcfrancisco,Cancelled,RENNER - SERVIÇOS DE MONITORAÇÃO - NOC,OS GT,Lojas Renner,,Minor,,Proposal,Brazil,Industry,flopesa,marcfrancisco,,No,22DS03,1.0,07/03/23 17:24,14/03/23 10:00,aprince,priniesta,,,,,,,,,,,,,,,,,,,No,09/03/23 23:05,09/03/23 16:40,,Oferta criada em duplicidade.,09/03/23 16:42
OFBRA-2035,13334285,priniesta,Rejected,PETROBRAS - MANUTENÇÃO SUPORTE SISTEMAS TRANSMISSÃO VOZ E DADOS,DS - Other,Petrobras,,Critical,"2,692,998",Proposal,Brazil,Energy,nsenra,priniesta,,Yes,22DS02,5.0,07/03/23 17:15,30/03/23 12:00,aprince,wraduan,,,,,,,,,,,,,,2692998.0,1.5E7,22.0,,,No,28/10/24 15:29,10/03/23 13:39,30/06/23 13:46,"28/10/23: Oferta reaberta para correção do tipo de serviço
24/03: NO GO decidido pelo Mercado devido ao fato da Petrobras não permitir o uso da parceria da Indra Espanha com a CISCO.
17/03: Oferta em fase de elaboração. Pregão adiado para o dia 30/03. A Minsait está dando entrada hoje o pedido de impugnação do Edital, visando a flexibilização da exigência da parceria junto à Cisco localmente no Brasil. Ao mesmo tempo, seguimos com a confecção e validação do MDC.
13/03: Oferta em fase de entendimento. Data do pregão previsto para o dia 22/03, mas deverá ter adiamento.
07/03: Oferta enviada pelo Mercado. Data de entrega prevista para 22/03, mas deverá ter adiamento.",28/10/24 15:29
OFBRA-2030,13317712,marcfrancisco,Cancelled,Renner - Prevendas Renner - AT de Monitoração,OS GT,Lojas Renner,GT - Infraestrutura,Minor,"190,295",Proposal,Brazil,Industry,flopesa,marcfrancisco,ffelix,No,22DS03,0.75,07/03/23 08:34,14/03/23 08:34,aprince,ffelix,,,,,,,,,,,,,,190295.0,1046626.0,22.0,,,No,19/09/24 14:43,08/03/23 08:41,14/03/23 08:34,"19/09 - Devido justificativa do JIRA e MOC, o cliente seguiu com o provedor atual, cancelando o processo 
24/03 - Aguardando retorno da Renner se não evoluímos para ShortList
17/03 - Proposta entregue no portal da Renner, recebemos e-mail informando que avaliaram e não passamos para o ShortList, mas sem informação, estamos aguardando a oficialização e o motivo.
13/03 - Proposta entregue no portal da Renner.
13/03 - Elaborando a Oferta Técnica, entrega dia 14/03
Fornecimento de 03 (três) profissionais, capacitados a realizar serviços continuados de monitoração, com atuação no horário comercial adotado pela Renner, pelo período de abril a dezembro de 2023. O valor hora deve sera vigente por 12 meses, pois poderemos prorrogar o tempo de alocação.
Os profissionais fornecidos pela empresa vencedora deverão ser avaliados e aprovados pelo time de Suporte Ferramentas da Renner.",19/09/24 14:43
OFBRA-2044,13341434,hfumio,Cancelled,"Bauducco | AMS SAP",SGE,Bauducco,AMS SAP,Minor,"1,018,810",Presale,Brazil,Industry,fpezolito,hfumio,,No,22DS03,3.0,06/03/23 14:10,03/04/23 13:10,,,,,,,,,,,,,,,,1018810.0,5600000.0,30.0,,,No,23/07/23 00:23,13/03/23 14:14,05/06/23 13:10,"24/04: Cancelada, sem previsão de envio da RFP pelo cliente.
19/04: Mesmo status anterior.
14/04: Existe desejo do cliente em trocar. Existem travas de contrato com a Accenture e o cliente está negociando e vendo com jurídico para tentar romper com a ACC, e fazer uma RFP.
13/03: Pre-venda sendo trabalhada junto ao mercado.",24/04/23 13:09
OFBRA-2042,13340902,rfurlanetto,Cancelled,"Porto Seguro | Assessment Ariba",SGE,Porto Seguro,Assessment ,Minor,"181,818",Proposal,Brazil,FS,lfernandol,rfurlanetto,,No,22DS01,1.0,06/03/23 13:19,21/03/23 13:19,,,,,,,,,,,,,,,,181818.0,1000000.0,30.0,,,No,23/07/23 00:23,13/03/23 13:22,29/05/23 12:19,"17/03: Oferta trata-se de problemas da operação que serão trabalhados via operação, sem envolvimento de DS.
13/03: Proposta sendo trabalhada junto ao cliente e mercado.",17/03/23 10:09
OFBRA-2041,13340806,hfumio,Lost,"C6 | Implementação SAP S/4 Hana",SGE,C6 Bank,"C6 | Implementação SAP S/4 Hana",Critical,"1,330,181",Proposal,Brazil,FS,lfernandol,rfurlanetto,,No,22DS01,1.0,06/03/23 13:10,03/04/23 12:10,,,,,,,,,,,,,,,,1330181.0,7316897.0,28.0,,,No,23/07/23 00:23,13/03/23 13:13,30/04/23 12:10,"05/04: Oferta perdida. PErdemos por preço, e questões técnicas quanto a falta de valor agregado da nossa oferta técnica em temas de gestão de projetos e ferramentas de apoio a execução do projeto (testes integrados, riscos, issues, cronograma, etc).
29/03: Proposta apresentada ao cliente. Defesa técnica realizada.
17/03: Proposta em elaboração, reuniões com clientes em andamento.
13/03: Proposta em elaboração, reunião com cliente em 13/03 para entendimento do escopo.",14/04/23 16:31
